cable_id,sld_schema,cbl_type,label,from,calc_lengt,splice_id,to,backhaul,sp1_type,sp1_label,sp2_type,sp2_label,stru_label,enc_type,placement,sc_type,coords_from,coords_to,reel_end
47,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;,12,GAL/A153/12F,GAL/A152,63,153,GAL/A153,2,SP4A,GAL/A153/A140/1,,NULL,GAL/A/EIR/CH359,2,2,ODP2,POINT(522821.49 723646.52),POINT(522861.4 723678.53),2
48,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;,12,GAL/A154/12F,GAL/A152,99,154,GAL/A154,2,SP4A,GAL/A154/A140/2,,NULL,GAL/A/EIR/CH550,2,2,ODP2,POINT(522821.49 723646.52),POINT(522738.46 723622.59),2
149,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;,12,GAL/A155/12F,GAL/A154,63,155,GAL/A155,2,SP4A,GAL/A155/A140/3,,NULL,GAL/A/EIR/CH176,2,2,ODP2,POINT(522738.46 723622.59),POINT(522686.97 723596.42),2
148,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;,12,GAL/A156/12F,GAL/A155,57,156,GAL/A156,2,SP4A,GAL/A156/A140/4,,NULL,GAL/A/EIR/CH535,2,2,ODP2,POINT(522686.97 723596.42),POINT(522646.89 723563.88),2
143,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;3;,24,GAL/A157/24F,GAL/A152,113,157,GAL/A157,2,SP8A,GAL/A157/A141,SP4B,GAL/A157/A141/6,1453471,5,1,ODP1+ODP2,POINT(522821.49 723646.52),POINT(522858.8 723560.74),2
154,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;,96,GAL/A163/96F,GAL/A128,383,163,GAL/A163,1,SP8A,GAL/A163/A142,,NULL,GAL/A/EIR/CH018,1,2,ODP1,POINT(523154.98 722941.14),POINT(522787.91 722852.3),2
50,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;1;,12,GAL/A164/12F,GAL/A163,297,164,GAL/A164,2,,NULL,,NULL,GAL/A/EIR/CH396,4,2,JOINT,POINT(522787.91 722852.3),POINT(522614.09 723076.69),2
241,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;1;1;,12,GAL/A166/12F,GAL/A164,88,166,GAL/A166,2,SP4A,GAL/A166/A142/2,,NULL,1538692,2,1,ODP2,POINT(522614.09 723076.69),POINT(522560.82 723127.7),2
155,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;1;1;1;,12,GAL/A167/12F,GAL/A166,111,167,GAL/A167,2,SP4A,GAL/A167/A142/3,,NULL,1779957,2,1,ODP2,POINT(522560.82 723127.7),POINT(522498.49 723199.69),2
51,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;1;1;1;1;,12,GAL/A168/12F,GAL/A167,102,168,GAL/A168,2,SP4A,GAL/A168/A142/4,,NULL,GAL/A/EIR/CH159,2,2,ODP2,POINT(522498.49 723199.69),POINT(522508.8 723251.19),2
157,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;1;1;1;1;1;,12,GAL/A169/12F,GAL/A168,91,169,GAL/A169,2,SP4A,GAL/A169/A142/5,,NULL,GAL/A/EIR/CH145,2,2,ODP2,POINT(522508.8 723251.19),POINT(522591.86 723267.61),2
156,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;1;1;1;1;1;1;,12,GAL/A170/12F,GAL/A169,133,170,GAL/A170,2,SP4A,GAL/A170/A142/6,,NULL,GAL/A/EIR/CH548,2,2,ODP2,POINT(522591.86 723267.61),POINT(522693.12 723342.34),2
242,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;1;1;1;2;,12,GAL/A171/12F,GAL/A167,284,171,GAL/A171,2,SP4A,GAL/A171/A142/7,,NULL,1536359,2,1,ODP2,POINT(522498.49 723199.69),POINT(522317.09 723400.18),2
231,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;1;1;1;2;1;,12,GAL/A172/12F,GAL/A171,762,172,GAL/A172,2,SP4A,GAL/A172/A142/8,,NULL,N1000003,2,1,ODP2,POINT(522317.09 723400.18),POINT(521811.07 723862.03),2
52,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;1;2;,12,GAL/A165/12F,GAL/A164,459,165,GAL/A165,2,SP4A,GAL/A165/A142/1,,NULL,GAL/A/EIR/CH330,2,2,ODP2,POINT(522614.09 723076.69),POINT(522960.2 723178.71),2
158,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;,96,GAL/A173/96F,GAL/A163,423,173,GAL/A173,1,SP8A,GAL/A173/A143,,NULL,GAL/A/EIR/CH419,1,2,ODP1,POINT(522787.91 722852.3),POINT(522379.81 722764.62),2
53,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;1;,12,GAL/A174/12F,GAL/A173,96,174,GAL/A174,2,SP4A,GAL/A174/A143/1,,NULL,GAL/A/EIR/CH430,2,2,ODP2,POINT(522379.81 722764.62),POINT(522339.13 722845.41),2
167,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;1;1;,12,GAL/A175/12F,GAL/A174,62,175,GAL/A175,2,SP4A,GAL/A175/A143/2,,NULL,GAL/A/EIR/CH161,2,2,ODP2,POINT(522339.13 722845.41),POINT(522315.18 722896.95),2
226,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;1;1;1;,12,GAL/A176/12F,GAL/A175,36,176,GAL/A176,2,SP4A,GAL/A176/A143/3,,NULL,N1000020,2,1,ODP2,POINT(522315.18 722896.95),POINT(522322.85 722875.79),2
166,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;1;1;2;,12,GAL/A178/12F,GAL/A175,87,178,GAL/A178,2,SP4A,GAL/A178/A143/5,,NULL,GAL/A/EIR/CH178,2,2,ODP2,POINT(522315.18 722896.95),POINT(522274.41 722968.4),2
159,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;,96,GAL/A177/96F,GAL/A173,69,177,GAL/A177,1,SP4A,GAL/A177/A143/4,,NULL,GAL/A/EIR/CH137,2,2,ODP2,POINT(522379.81 722764.62),POINT(522322.53 722737.16),2
160,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;,96,GAL/A179/96F,GAL/A177,69,179,GAL/A179,1,SP4A,GAL/A179/A143/6,,NULL,GAL/A/EIR/CH473,2,2,ODP2,POINT(522322.53 722737.16),POINT(522273.41 722696.85),2
161,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;,96,GAL/A180/96F,GAL/A179,109,180,GAL/A180,1,SP4A,GAL/A180/A143/7,,NULL,GAL/A/EIR/CH475,2,2,ODP2,POINT(522273.41 722696.85),POINT(522190.11 722634.39),2
162,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;,96,GAL/A181/96F,GAL/A180,90,181,GAL/A181,1,SP8A,GAL/A181/A144,,NULL,GAL/A/EIR/CH519,1,2,ODP1,POINT(522190.11 722634.39),POINT(522109.29 722607.6),2
163,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;,96,GAL/A182/96F,GAL/A181,75,182,GAL/A182,1,SP4A,GAL/A182/A144/1,,NULL,GAL/A/EIR/CH552,2,2,ODP2,POINT(522109.29 722607.6),POINT(522039.66 722597.85),2
54,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;1;,12,GAL/A183/12F,GAL/A182,69,183,GAL/A183,2,SP4A,GAL/A183/A144/2,,NULL,202990,2,1,ODP2,POINT(522039.66 722597.85),POINT(522029.58 722654.82),2
165,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;,96,GAL/A184/96F,GAL/A182,88,184,GAL/A184,1,SP4A,GAL/A184/A144/3,,NULL,GAL/A/EIR/CH382,2,2,ODP2,POINT(522039.66 722597.85),POINT(521957.28 722590.39),2
164,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;,96,GAL/A185/96F,GAL/A184,85,185,GAL/A185,1,SP4A,GAL/A185/A144/4,,NULL,GAL/A/EIR/CH431,2,2,ODP2,POINT(521957.28 722590.39),POINT(521878.18 722581.75),2
119,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;,96,GAL/A186/96F,GAL/A185,123,186,GAL/A186,1,SP4A,GAL/A186/A144/5,,NULL,GAL/A/EIR/CH404,2,2,ODP2,POINT(521878.18 722581.75),POINT(521760.45 722577.03),2
13,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;,96,GAL/A187/96F,GAL/A186,67,187,GAL/A187,1,SP4A,GAL/A187/A144/6,,NULL,N1000062,2,1,ODP2,POINT(521760.45 722577.03),POINT(521709.96 722574.66),2
276,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;,24,GAL/A189/24F,GAL/A187,136,189,GAL/A189,2,SP8A,GAL/A189/A145,SP4B,GAL/A189/A145/7,277376,5,1,ODP1+ODP2,POINT(521709.96 722574.66),POINT(521685.87 722685.87),2
55,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;1;,12,GAL/A190/12F,GAL/A189,135,190,GAL/A190,2,SP4A,GAL/A190/A145/1,,NULL,GAL/A/EIR/CH393,2,2,ODP2,POINT(521685.87 722685.87),POINT(521802.68 722696.25),2
15,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;,24,GAL/A191/24F,GAL/A189,123,191,GAL/A191,2,SP4A,GAL/A191/A145/2,,NULL,115759,2,1,ODP2,POINT(521685.87 722685.87),POINT(521670.04 722788.59),2
229,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;,24,GAL/A192/24F,GAL/A191,105,192,GAL/A192,2,SP4A,GAL/A192/A145/3,,NULL,GAL/A/EIR/CH122,2,2,ODP2,POINT(521670.04 722788.59),POINT(521667.55 722880.18),2
56,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;1;,12,GAL/A193/12F,GAL/A192,96,193,GAL/A193,2,SP4A,GAL/A193/A145/4,,NULL,GAL/A/EIR/CH437,2,2,ODP2,POINT(521667.55 722880.18),POINT(521758.42 722881.23),2
170,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;,24,GAL/A194/24F,GAL/A192,123,194,GAL/A194,2,,NULL,,NULL,106701,3,1,ODP3,POINT(521667.55 722880.18),POINT(521678.1 722979.04),2
57,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;,24,GAL/A195/24F,GAL/A194,95,195,GAL/A195,2,SP4A,GAL/A195/A145/5,,NULL,277375,2,1,ODP2,POINT(521678.1 722979.04),POINT(521695.33 723047.32),2
171,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;,24,GAL/A196/24F,GAL/A195,68,196,GAL/A196,2,SP4A,GAL/A196/A145/6,,NULL,277373,2,1,ODP2,POINT(521695.33 723047.32),POINT(521694.79 723096.71),2
173,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;,24,GAL/A207/24F,GAL/A196,79,207,GAL/A207,2,SP8A,GAL/A207/A147,SP4B,GAL/A207/A147/8,277372,5,1,ODP1+ODP2,POINT(521694.79 723096.71),POINT(521700.77 723156.02),2
172,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;,24,GAL/A210/24F,GAL/A207,135,210,GAL/A210,2,SP4A,GAL/A210/A147/3,,NULL,106702,2,1,ODP2,POINT(521700.77 723156.02),POINT(521675.03 723269.4),2
184,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;,24,GAL/A211/24F,GAL/A210,52,211,GAL/A211,2,SP4A,GAL/A211/A147/4,,NULL,1712113,2,1,ODP2,POINT(521675.03 723269.4),POINT(521670.83 723302.08),2
183,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;,24,GAL/A212/24F,GAL/A211,66,212,GAL/A212,2,SP4A,GAL/A212/A147/5,,NULL,E1000019,2,1,ODP2,POINT(521670.83 723302.08),POINT(521673.07 723349.26),2
181,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;,12,GAL/A213/12F,GAL/A212,144,213,GAL/A213,2,SP4A,GAL/A213/A147/6,,NULL,1535717,2,1,ODP2,POINT(521673.07 723349.26),POINT(521549.68 723346.68),2
182,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;,12,GAL/A214/12F,GAL/A213,62,214,GAL/A214,2,SP4A,GAL/A214/A147/7,,NULL,1535718,2,1,ODP2,POINT(521549.68 723346.68),POINT(521505.68 723348.39),2
58,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;2;,24,GAL/A197/24F,GAL/A212,176,197,GAL/A197,2,SP8A,GAL/A197/A146,,NULL,1535713,1,1,ODP1,POINT(521673.07 723349.26),POINT(521666.72 723480.68),2
16,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;,12,GAL/A198/12F,GAL/A197,162,198,GAL/A198,2,SP4A,GAL/A198/A146/1,,NULL,241346,2,1,ODP2,POINT(521666.72 723480.68),POINT(521628.14 723618.17),2
59,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;1;,12,GAL/A199/12F,GAL/A198,91,199,GAL/A199,2,SP4A,GAL/A199/A146/2,,NULL,GAL/A/EIR/CH510,2,2,ODP2,POINT(521628.14 723618.17),POINT(521549.37 723623.07),2
187,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;1;1;,12,GAL/A200/12F,GAL/A199,48,200,GAL/A200,2,SP4A,GAL/A200/A146/3,,NULL,GAL/A/EIR/CH139,2,2,ODP2,POINT(521549.37 723623.07),POINT(521506.62 723629.26),2
186,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1;,12,GAL/A201/12F,GAL/A200,83,201,GAL/A201,2,SP4A,GAL/A201/A146/4,,NULL,GAL/A/EIR/CH192,2,2,ODP2,POINT(521506.62 723629.26),POINT(521429.1 723638.47),2
60,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1;1;,12,GAL/A203/12F,GAL/A201,81,203,GAL/A203,2,SP4A,GAL/A203/A146/6,,NULL,GAL/A/EIR/CH380,2,2,ODP2,POINT(521429.1 723638.47),POINT(521361.06 723639.46),2
185,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1;2;,12,GAL/A202/12F,GAL/A201,120,202,GAL/A202,2,SP4A,GAL/A202/A146/5,,NULL,GAL/A/EIR/CH398,2,2,ODP2,POINT(521429.1 723638.47),POINT(521314.55 723652.02),2
188,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;2;,12,GAL/A204/12F,GAL/A198,121,204,GAL/A204,2,SP4A,GAL/A204/A146/7,,NULL,1535711,2,1,ODP2,POINT(521628.14 723618.17),POINT(521600.06 723715.75),2
230,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;2;1;,12,GAL/A205/12F,GAL/A204,157,205,GAL/A205,2,SP4A,GAL/A205/A146/8,,NULL,241747,2,1,ODP2,POINT(521600.06 723715.75),POINT(521571.19 723853.15),2
189,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;2;1;1;,12,GAL/A206/12F,GAL/A205,385,206,GAL/A206,2,,NULL,,NULL,1656949,3,1,ODP3,POINT(521571.19 723853.15),POINT(521474.6 724208.18),2
61,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;,24,GAL/A208/24F,GAL/A207,132,208,GAL/A208,2,SP4A,GAL/A208/A147/1,,NULL,GAL/A/EIR/CH381,2,2,ODP2,POINT(521700.77 723156.02),POINT(521767 723203.6),2
174,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;1;,24,GAL/A209/24F,GAL/A208,78,209,GAL/A209,2,SP4A,GAL/A209/A147/2,,NULL,GAL/A/EIR/CH367,2,2,ODP2,POINT(521767 723203.6),POINT(521839.26 723210.25),2
243,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;1;1;,24,GAL/A215/24F,GAL/A209,106,215,GAL/A215,2,SP8A,GAL/A215/A148,SP4B,GAL/A215/A148/8,1787156,5,1,ODP1+ODP2,POINT(521839.26 723210.25),POINT(521932.5 723212.86),2
17,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;1;1;1;,12,GAL/A216/12F,GAL/A215,104,216,GAL/A216,2,SP4A,GAL/A216/A148/1,,NULL,1782092,2,1,ODP2,POINT(521932.5 723212.86),POINT(522015.58 723221.7),2
178,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;1;1;1;1;,12,GAL/A217/12F,GAL/A216,100,217,GAL/A217,2,SP4A,GAL/A217/A148/2,,NULL,1437388,2,1,ODP2,POINT(522015.58 723221.7),POINT(522095.48 723225.22),2
177,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;,12,GAL/A218/12F,GAL/A217,58,218,GAL/A218,2,SP4A,GAL/A218/A148/3,,NULL,2206974,2,1,ODP2,POINT(522095.48 723225.22),POINT(522132.38 723216.96),2
176,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;1;,12,GAL/A219/12F,GAL/A218,65,219,GAL/A219,2,SP4A,GAL/A219/A148/4,,NULL,1782096,2,1,ODP2,POINT(522132.38 723216.96),POINT(522177.77 723225.58),2
175,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;1;1;,12,GAL/A220/12F,GAL/A219,165,220,GAL/A220,2,SP4A,GAL/A220/A148/5,,NULL,1536802,2,1,ODP2,POINT(522177.77 723225.58),POINT(522309.53 723280.97),2
179,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;1;1;2;,12,GAL/A221/12F,GAL/A215,97,221,GAL/A221,2,SP4A,GAL/A221/A148/6,,NULL,GAL/A/EIR/CH254,2,2,ODP2,POINT(521932.5 723212.86),POINT(521966.18 723135.55),2
180,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;2;1;1;2;1;,12,GAL/A222/12F,GAL/A221,98,222,GAL/A222,2,SP4A,GAL/A222/A148/7,,NULL,GAL/A/EIR/CH392,2,2,ODP2,POINT(521966.18 723135.55),POINT(521997.42 723048.13),2
169,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;,96,GAL/A188/96F,GAL/A187,72,188,GAL/A188,1,SP4A,GAL/A188/A144/7,,NULL,202996,2,1,ODP2,POINT(521709.96 722574.66),POINT(521659.32 722573.94),2
168,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;,96,GAL/A231/96F,GAL/A188,106,231,GAL/A231,1,SP4A,GAL/A231/A144/8,,NULL,GAL/A/EIR/CH416,2,2,ODP2,POINT(521659.32 722573.94),POINT(521566.4 722572.88),2
265,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;1;,24,GAL/A223/24F,GAL/A231,115,223,GAL/A223,2,SP8A,GAL/A223/A201,SP4B,GAL/A223/A201/8,251565,5,1,ODP1+ODP2,POINT(521566.4 722572.88),POINT(521529.91 722651.62),2
14,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;1;1;,12,GAL/A224/12F,GAL/A223,56,224,GAL/A224,2,SP4A,GAL/A224/A201/1,,NULL,189253,2,1,ODP2,POINT(521529.91 722651.62),POINT(521516.91 722686.98),2
196,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;1;1;1;,12,GAL/A225/12F,GAL/A224,56,225,GAL/A225,2,SP4A,GAL/A225/A201/2,,NULL,1437386,2,1,ODP2,POINT(521516.91 722686.98),POINT(521504.52 722721.55),2
195,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;,12,GAL/A226/12F,GAL/A225,154,226,GAL/A226,2,SP4A,GAL/A226/A201/3,,NULL,189270,2,1,ODP2,POINT(521504.52 722721.55),POINT(521496.7 722854.79),2
194,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;,12,GAL/A227/12F,GAL/A226,60,227,GAL/A227,2,SP4A,GAL/A227/A201/4,,NULL,189271,2,1,ODP2,POINT(521496.7 722854.79),POINT(521490.65 722896.53),2
193,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;,12,GAL/A228/12F,GAL/A227,71,228,GAL/A228,2,SP4A,GAL/A228/A201/5,,NULL,E1000022,2,1,ODP2,POINT(521490.65 722896.53),POINT(521519.5 722940.43),2
192,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;,12,GAL/A229/12F,GAL/A228,164,229,GAL/A229,2,SP4A,GAL/A229/A201/6,,NULL,1437389,2,1,ODP2,POINT(521519.5 722940.43),POINT(521515.53 723081.97),2
191,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;,12,GAL/A230/12F,GAL/A229,95,230,GAL/A230,2,SP4A,GAL/A230/A201/7,,NULL,90613,2,1,ODP2,POINT(521515.53 723081.97),POINT(521496.88 723153.61),2
64,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;,96,GAL/A232/96F,GAL/A231,113,232,GAL/A232,1,SP8A,GAL/A232/A202,SP4B,GAL/A232/A202/8,GAL/A/EIR/CH429,5,2,ODP1+ODP2,POINT(521566.4 722572.88),POINT(521458.1 722572.07),2
190,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;,96,GAL/A233/96F,GAL/A232,293,233,GAL/A233,1,SP4A,GAL/A233/A202/1,,NULL,GAL/A/EIR/CH492,2,2,ODP2,POINT(521458.1 722572.07),POINT(521174.41 722533.04),1
197,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;,96,GAL/A234/96F,GAL/A233,580,234,GAL/A234,1,SP4A,GAL/A234/A202/2,,NULL,GAL/A/EIR/CH409,2,2,ODP2,POINT(521174.41 722533.04),POINT(520624.74 722650.82),2
62,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;1;,12,GAL/A239/12F,GAL/A234,388,239,GAL/A239,2,,NULL,,NULL,277345,4,1,JOINT,POINT(520624.74 722650.82),POINT(520791.85 722984.76),2
63,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;,12,GAL/A235/12F,GAL/A239,315,235,GAL/A235,2,SP4A,GAL/A235/A202/3,,NULL,N1000026,2,1,ODP2,POINT(520791.85 722984.76),POINT(521080.98 722961.43),2
198,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;1;2;,12,GAL/A236/12F,GAL/A239,643,236,GAL/A236,2,SP4A,GAL/A236/A202/4,,NULL,1462537,2,1,ODP2,POINT(520791.85 722984.76),POINT(520818.84 723600.63),2
200,1;2;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;3;3;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;1;2;1;,12,GAL/A237/12F,GAL/A236,107,237,GAL/A237,2,SP4A,GAL/A237/A202/5,,NULL,277360,2,1,ODP2,POINT(520818.84 723600.63),POINT(520847 723685.8),2
